City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,gadzhiyevo,69.2551,33.3362,17.89,77,0,3.53,RU,1691637431
297,jose panganiban,14.2906,122.6917,33.42,55,95,2.97,PH,1691637533
298,amaigbo,5.7892,7.8383,21.97,98,97,1.37,NG,1691637533
299,thompson,55.7435,-97.8558,12.09,87,20,1.03,CA,1691637420
300,joao camara,-5.5375,-35.8197,20.86,85,40,4.55,BR,1691637533
301,san angelo,31.4638,-100.437,36.61,30,0,3.09,US,1691637275
302,moab,38.5733,-109.5498,30.03,13,100,3.76,US,1691637533
303,swiecie,53.4095,18.4474,13.66,89,88,2.24,PL,1691637533
304,khorixas,-20.3667,14.9667,17.67,43,68,0.74,NA,1691637533
305,nizhneangarsk,55.7833,109.55,12.83,99,100,2.04,RU,1691637533
306,arteche,12.2645,125.4048,31.14,69,100,1.86,PH,1691637164
307,labasa,-16.4167,179.3833,26.48,77,88,1.34,FJ,1691637534
308,singaparna,-7.3515,108.111,25.87,64,78,2.08,ID,1691637534
309,karaundi,26.8974,68.4068,31.99,57,13,3.57,PK,1691637534
310,zakamensk,50.3741,103.2863,16.25,97,100,1.41,RU,1691637534
311,terme,41.2092,36.9739,20.96,88,100,2.93,TR,1691637534
312,sechura,-5.5569,-80.8222,22.12,77,9,5.89,PE,1691637534
313,sao gabriel da cachoeira,-0.1303,-67.0892,23.44,91,64,0.38,BR,1691637466
314,totness,5.8833,-56.3167,26.8,85,23,5.91,SR,1691637534
315,olyokminsk,60.3736,120.4264,29.36,42,6,1.88,RU,1691637534
316,likiep,9.8251,169.3107,28.17,71,100,4.59,MH,1691637534
317,voznesenskaya,44.5527,41.0318,22.19,79,57,2.48,RU,1691637534
318,liperi,62.5333,29.3667,16.26,94,40,1.54,FI,1691637534
319,tyukhtet,56.5389,89.3011,19.61,64,49,2.89,RU,1691637168
320,beberibe,-4.1797,-38.1306,24.77,84,59,5.23,BR,1691637535
321,itaqui,-29.1253,-56.5531,13.92,97,45,2.03,BR,1691637535
322,puerto lempira,15.2667,-83.7667,26.8,84,59,3.05,HN,1691637462
323,kitimat,54.0524,-128.6534,16.06,68,100,1.79,CA,1691637535
324,henderson,36.0397,-114.9819,36.57,21,0,8.23,US,1691637535
325,murzuq,25.9155,13.9184,25.39,32,0,4.63,LY,1691637535
326,sidi ifni,29.3797,-10.173,25.62,58,20,0.44,MA,1691637262
327,lhasa,29.65,91.1,18.9,58,20,1.87,CN,1691637535
328,khandyga,62.6667,135.6,25.43,32,21,1.07,RU,1691637419
329,medianeira,-25.2953,-54.0939,16.58,94,42,1.45,BR,1691637535
330,rosario del tala,-32.3029,-59.1455,13.09,91,82,3.17,AR,1691637129
331,trujillo,-8.116,-79.03,21.98,83,100,3.09,PE,1691637279
332,volgodonsk,47.5136,42.1514,24.31,66,80,1.92,RU,1691637535
333,broome,42.2506,-75.833,19.26,93,95,1.12,US,1691637377
334,el alto,-4.2714,-81.2147,20.0,85,20,6.63,PE,1691637390
335,kailua-kona,19.6406,-155.9956,29.98,67,75,4.63,US,1691637117
336,bardai,11.65,7.2333,20.81,95,99,3.91,NG,1691637536
337,faya-largeau,17.9257,19.1043,31.11,56,100,6.35,TD,1691637426
338,mayya,61.7333,130.2811,19.62,38,56,3.97,RU,1691637536
339,riberalta,-10.9833,-66.1,28.5,50,68,0.93,BO,1691637536
340,nemuro,43.3236,145.575,20.69,94,100,7.26,JP,1691637440
341,polyarnyy,69.1989,33.4478,17.61,78,0,3.53,RU,1691637409
342,blythe,33.6103,-114.5964,39.25,21,40,5.66,US,1691637469
343,guiuan,11.0333,125.7247,29.02,75,92,4.77,PH,1691637536
344,grissom air force base,40.6575,-86.1476,19.58,96,100,1.54,US,1691637536
345,san andres,12.5847,-81.7006,29.01,84,20,3.6,CO,1691637536
346,mossel bay,-34.1831,22.146,15.02,74,0,1.58,ZA,1691637248
347,antsiranana,-12.2787,49.2917,19.63,85,0,2.05,MG,1691637157
348,guerrero negro,27.9769,-114.0611,21.9,85,2,7.35,MX,1691637463
349,benjamin aceval,-24.9667,-57.5667,19.22,96,34,1.76,PY,1691637536
350,vizinga,61.0749,50.1031,18.22,73,9,0.68,RU,1691637536
351,vakarai,55.6035,23.8213,12.29,91,100,2.43,LT,1691637537
352,rimouski,48.4488,-68.524,12.1,99,100,2.98,CA,1691637508
353,salalah,17.0151,54.0924,26.05,94,100,3.6,OM,1691637537
354,lorengau,-2.0226,147.2712,28.29,77,97,7.47,PG,1691637157
355,bela vista,-22.1089,-56.5211,22.61,69,0,0.98,BR,1691637537
356,tarinkot,32.6268,65.8733,30.46,13,0,0.61,AF,1691637537
357,muroto-misakicho,33.2833,134.15,27.33,89,27,9.33,JP,1691637537
358,vanimo,-2.6741,141.3028,29.62,70,61,3.28,PG,1691637537
359,meadow lakes,61.6247,-149.6011,17.28,85,100,0.0,US,1691637537
360,mana,5.6592,-53.7767,25.58,90,13,5.2,GF,1691637431
361,nyrob,60.733,56.7202,16.03,65,96,2.58,RU,1691637537
362,shahr-e babak,30.1165,55.1186,24.72,24,43,5.14,IR,1691637537
363,migne,46.6274,0.3146,19.97,52,0,2.57,FR,1691637537
364,san antonio oeste,-40.7319,-64.9477,13.97,46,98,7.5,AR,1691637537
365,sandnessjoen,66.0217,12.6316,15.23,63,20,3.09,NO,1691637426
366,zhanibek,49.4167,46.85,25.58,39,0,3.78,KZ,1691637538
367,carloforte,39.145,8.3058,21.8,86,0,4.85,IT,1691637538
368,homagama,6.844,80.0024,28.08,73,100,2.21,LK,1691637538
369,khoyniki,51.8911,29.9552,12.64,74,53,2.3,BY,1691637462
370,simanggang,1.2472,111.4528,30.99,74,20,1.03,MY,1691637538
371,namtsy,62.7161,129.6658,23.16,35,96,4.63,RU,1691637538
372,i-n-salah,27.1935,2.4607,31.94,15,0,4.41,DZ,1691637538
373,berriane,32.8265,3.7669,31.45,23,0,5.98,DZ,1691637538
374,berlin,52.5244,13.4105,14.41,90,0,0.51,DE,1691637343
375,torit,4.4133,32.5678,20.25,91,66,0.87,SS,1691637538
376,feres,40.8956,26.17,18.69,72,0,3.09,GR,1691637538
377,kokoda,-8.8785,147.7407,25.62,84,93,1.08,PG,1691637538
378,galle,6.0367,80.217,27.71,81,100,4.28,LK,1691637174
379,tremonton,41.7119,-112.1655,24.24,39,97,1.79,US,1691637539
380,sao joao da barra,-21.6403,-41.0511,21.16,87,86,4.72,BR,1691637401
381,miramar beach,30.3744,-86.3586,31.01,76,0,1.54,US,1691637501
382,nichinan,31.6,131.3667,27.82,85,98,5.71,JP,1691637539
383,ha'il,27.5219,41.6907,27.67,19,2,1.82,SA,1691636922
384,keban,38.7978,38.7336,29.57,30,0,1.63,TR,1691637539
385,tibanbang,6.6315,126.1055,28.86,71,100,1.91,PH,1691637539
386,zouerate,22.7187,-12.4521,30.09,36,0,4.19,MR,1691637173
387,yelizovo,53.1873,158.3805,23.08,49,40,4.0,RU,1691637416
388,ulsteinvik,62.3432,5.8487,12.64,94,100,3.58,NO,1691637460
389,eenhana,-17.4667,16.3333,14.42,38,78,2.56,NA,1691637539
390,tuy hoa,13.0833,109.3,35.05,45,5,4.47,VN,1691637539
391,nurota,40.5614,65.6886,29.17,28,0,1.57,UZ,1691637539
392,peniche,39.3558,-9.3811,20.06,97,3,1.7,PT,1691637109
393,novodvinsk,64.4165,40.8122,17.33,85,0,2.09,RU,1691637452
394,coahuayana de hidalgo,18.7,-103.6583,25.18,78,87,2.05,MX,1691637460
395,inari,68.906,27.0288,17.11,89,6,0.77,FI,1691637456
396,kruisfontein,-34.0033,24.7314,10.49,83,1,3.07,ZA,1691637455
397,lata,40.1629,-8.3327,17.18,95,46,1.13,PT,1691637445
398,laojunmiao,39.8333,97.7333,21.35,50,100,2.77,CN,1691637181
399,taunggyi,20.7833,97.0333,17.9,97,100,1.84,MM,1691637540
400,hobyo,5.3505,48.5268,24.62,81,39,8.32,SO,1691637451
401,tobelo,1.7284,128.0095,30.49,61,95,3.24,ID,1691637540
402,malango,-2.9627,119.9001,26.95,60,86,1.63,ID,1691637540
403,port douglas,-16.4833,145.4667,22.61,72,95,7.31,AU,1691637179
404,yakeshi,49.2833,120.7333,21.3,68,100,1.27,CN,1691637185
405,san antonio de pale,-1.4014,5.6325,23.57,79,95,5.08,GQ,1691637409
406,mahibadhoo,3.7833,72.9667,27.66,79,100,5.28,MV,1691637540
407,atafu village,-8.5421,-172.5159,28.01,79,33,6.4,TK,1691637440
408,ciudad lazaro cardenas,17.9583,-102.2,28.22,79,100,0.66,MX,1691637121
409,pecos,31.4229,-103.4932,38.26,21,0,0.0,US,1691637540
410,ndago,-4.6,34.35,15.86,65,0,4.19,TZ,1691637540
411,kosh-agach,50.0,88.6667,15.45,59,14,0.64,RU,1691637262
412,kenai,60.5544,-151.2583,15.05,91,75,3.6,US,1691637138
413,ridder,50.355,83.5133,21.38,42,21,1.13,KZ,1691637541
414,kayyerkan,69.3786,87.7439,14.61,93,100,8.27,RU,1691637541
415,shingu,33.7333,135.9833,27.6,87,12,5.85,JP,1691637118
416,la passe,45.5549,-0.8967,21.13,67,15,3.17,FR,1691637195
417,flying fish cove,-10.4217,105.6791,25.82,73,40,7.2,CX,1691637140
418,lamar,33.6668,-95.5836,31.95,45,40,19.55,US,1691637541
419,rawson,-43.3002,-65.1023,15.6,39,92,7.25,AR,1691637541
420,kununurra,-15.7667,128.7333,29.99,26,49,4.12,AU,1691637149
421,ancud,-41.8697,-73.8203,10.05,88,100,7.72,CL,1691637466
422,sitka,57.0531,-135.33,15.94,82,100,2.57,US,1691637439
423,ulanhot,46.0833,122.0833,22.88,69,21,4.46,CN,1691637541
424,tazovsky,67.4667,78.7,7.91,85,100,9.3,RU,1691637147
425,tarawa,1.419,172.984,32.05,66,20,2.06,KI,1691637542
426,indiantown,27.0273,-80.4856,27.76,94,55,3.54,US,1691637542
427,port elizabeth,-33.918,25.5701,14.16,88,20,5.14,ZA,1691637424
428,ponta delgada,37.7333,-25.6667,23.4,94,75,5.14,PT,1691637315
429,reggane,26.7158,0.1714,33.89,13,0,5.08,DZ,1691637338
430,susanville,40.4163,-120.653,25.91,30,0,4.12,US,1691637542
431,sur,22.5667,59.5289,29.62,61,58,4.57,OM,1691637163
432,porangatu,-13.4408,-49.1486,25.0,38,0,1.8,BR,1691637542
433,cacapava do sul,-30.5122,-53.4914,11.74,99,100,1.04,BR,1691637243
434,bonnyville,54.2668,-110.735,15.62,55,100,6.05,CA,1691637472
435,smithers,54.7804,-127.1743,18.18,48,75,3.6,CA,1691637542
436,urengoy,65.9667,78.3667,10.83,89,99,9.41,RU,1691637542
437,as sulayyil,20.4607,45.5779,29.73,13,2,0.94,SA,1691637305
438,mitu,1.1983,-70.1733,22.54,98,83,0.35,CO,1691637543
439,la ronge,55.1001,-105.2842,15.4,51,100,3.96,CA,1691637173
440,ouani,-12.1322,44.4258,24.24,76,17,5.27,KM,1691637543
441,naze,28.3667,129.4833,27.78,78,21,5.49,JP,1691637109
442,weligama,5.9667,80.4167,28.05,77,100,4.69,LK,1691637543
443,al balyana,26.2357,32.0035,28.46,29,0,2.7,EG,1691637543
444,tommot,58.9564,126.2925,26.87,50,21,1.07,RU,1691637109
445,yeppoon,-23.1333,150.7333,22.88,59,12,4.9,AU,1691637543
446,juterbog,51.9833,13.0833,9.54,100,38,2.06,DE,1691637543
447,griffith,41.5284,-87.4237,21.96,90,40,2.57,US,1691637544
448,viedma,-40.8135,-62.9967,14.21,42,100,7.85,AR,1691637544
449,wanning,18.8003,110.3967,32.26,59,76,5.1,CN,1691637179
450,ouadda,8.0777,22.4007,19.95,99,100,1.24,CF,1691637544
451,nabire,-3.3667,135.4833,29.91,62,32,2.16,ID,1691637162
452,newnham,-41.3833,147.1333,15.53,58,40,4.63,AU,1691637544
453,mejit,10.2753,170.8646,27.99,70,84,4.95,MH,1691637432
454,salahonda,2.1019,-78.7217,26.69,84,100,4.14,CO,1691637544
455,dampit,-8.2116,112.7493,27.88,40,18,2.35,ID,1691637451
456,bandar lampung,-5.4254,105.258,28.65,67,20,2.26,ID,1691637544
457,kudahuvadhoo,2.6708,72.8944,26.85,79,100,3.7,MV,1691637544
458,hadagalli,15.0167,75.95,24.73,75,65,5.08,IN,1691637544
459,amga,60.8953,131.9608,22.31,46,98,3.6,RU,1691637545
460,mato verde,-15.3972,-42.8664,18.61,79,0,3.4,BR,1691637545
461,port saint john's,-31.6229,29.5448,16.16,88,39,3.81,ZA,1691637545
462,aykhal,66.0,111.5,19.96,62,86,8.08,RU,1691637159
463,leland,34.2563,-78.0447,27.76,85,0,2.57,US,1691637260
464,coracora,-15.0333,-73.7833,10.18,44,1,1.33,PE,1691637545
465,badger,64.8,-147.5333,21.95,73,75,2.57,US,1691637348
466,hikari,33.955,131.95,28.98,86,97,11.66,JP,1691637545
467,huarmey,-10.0681,-78.1522,19.58,83,22,3.97,PE,1691637545
468,lijiang,26.8688,100.2207,21.29,79,100,1.02,CN,1691637546
469,choibalsan,48.0667,114.5,25.61,39,97,4.49,MN,1691637546
470,necochea,-38.5473,-58.7368,9.73,92,100,5.73,AR,1691637546
471,itamaraca,-7.7478,-34.8256,24.03,77,4,4.82,BR,1691637546
472,aras-asan,8.8908,126.3033,28.68,72,100,1.88,PH,1691637546
473,micheweni,-4.9667,39.8333,23.47,85,26,4.81,TZ,1691637546
474,gornopravdinsk,60.05,69.9,13.86,63,0,4.18,RU,1691637546
475,mu'minobod,38.1085,70.0285,25.35,21,0,1.67,TJ,1691637546
476,jayapura,-2.5333,140.7,33.66,71,41,2.94,ID,1691637161
477,kyshtovka,56.555,76.6271,13.69,86,100,2.45,RU,1691637546
478,melfort,52.8667,-104.6177,15.07,58,100,2.57,CA,1691637547
479,nguigmi,14.2495,13.1092,25.82,71,100,3.05,NE,1691637547
480,eastham,41.8301,-69.9739,24.01,66,0,3.13,US,1691637547
481,lompoc,34.6391,-120.4579,20.08,86,100,1.54,US,1691637435
482,okha,53.5739,142.9478,16.3,77,86,4.0,RU,1691637457
483,lycksele,64.5954,18.6735,9.93,93,75,1.03,SE,1691637547
484,inhambane,-23.865,35.3833,19.21,71,15,4.73,MZ,1691637464
485,douglas,41.3,-96.167,23.1,84,0,0.0,US,1691636955
486,multan,30.1956,71.4753,29.94,74,20,5.14,PK,1691637547
487,saint-quentin,49.8333,3.3333,13.05,71,0,2.14,FR,1691637547
488,berezovyy,51.6667,135.7,22.4,51,95,2.4,RU,1691637547
489,prainha,-1.8,-53.48,24.73,79,10,1.85,BR,1691637547
490,porto murtinho,-21.6989,-57.8825,23.35,61,0,1.24,BR,1691637548
491,candeleda,40.1552,-5.2405,25.23,34,0,2.07,ES,1691637548
492,country club estates,31.2127,-81.4643,32.01,82,0,4.63,US,1691637548
493,chabahar,25.2919,60.643,27.21,83,80,4.1,IR,1691637548
494,puerto francisco de orellana,-0.4667,-76.9667,22.14,89,34,0.98,EC,1691637548
495,axim,4.8699,-2.2405,23.86,87,100,4.69,GH,1691637548
496,arno,60.1167,18.6333,14.32,88,100,7.39,SE,1691637179
497,verkhnevilyuysk,63.4453,120.3167,25.18,39,4,4.47,RU,1691637148
498,narasannapeta,18.4167,84.05,30.58,61,56,2.27,IN,1691637548
499,le port,-20.9373,55.2919,20.0,91,2,2.5,RE,1691637548
500,nadym,65.5333,72.5167,9.31,73,100,10.98,RU,1691637548
501,fort bragg,35.139,-79.006,26.06,80,0,0.0,US,1691637117
502,st. john's,47.5649,-52.7093,13.21,92,100,2.68,CA,1691637170
503,mil'kovo,55.6078,37.7956,15.73,76,61,2.76,RU,1691637108
504,vila franca do campo,37.7167,-25.4333,24.23,96,100,4.44,PT,1691637431
505,xianning,29.8833,114.2167,31.16,66,5,2.31,CN,1691637549
506,serdar,38.9764,56.2757,31.92,19,0,1.77,TM,1691637549
507,bodaybo,57.8506,114.1933,25.19,55,100,1.17,RU,1691637284
508,lawton,34.6087,-98.3903,29.95,62,0,6.17,US,1691637549
509,idukki,9.85,76.9667,23.28,84,100,1.07,IN,1691637549
510,irymple,-34.25,142.1667,15.61,64,14,0.45,AU,1691637156
511,uchkeken,43.9378,42.5117,19.38,77,35,2.37,RU,1691637549
512,touros,-5.1989,-35.4608,23.62,84,53,5.87,BR,1691637113
513,safaga,26.7292,33.9365,30.11,40,0,6.73,EG,1691637549
514,sambava,-14.2667,50.1667,19.31,87,7,3.87,MG,1691637549
515,kokpekty,48.75,82.4,23.51,47,6,3.39,KZ,1691637549
516,labytnangi,66.6572,66.4183,15.4,59,29,3.48,RU,1691636901
517,tartu,58.3806,26.7251,10.74,83,20,2.06,EE,1691637550
518,salym,60.0625,71.4789,13.91,60,0,5.46,RU,1691637451
519,brookings,44.3114,-96.7984,22.19,84,0,1.54,US,1691637340
520,belmonte,-15.8631,-38.8828,21.62,72,1,3.13,BR,1691637455
521,floro,61.5996,5.0328,10.04,93,100,4.63,NO,1691637150
522,conduaga,8.862,117.4893,29.86,70,65,4.06,PH,1691637550
523,kivioli,59.3531,26.9711,11.4,88,4,3.22,EE,1691637550
524,khorugh,37.4897,71.553,20.11,33,0,0.44,TJ,1691637550
525,korla,41.7597,86.1469,31.8,19,0,7.25,CN,1691637550
526,afaahiti,-17.75,-149.2833,25.93,72,97,7.01,PF,1691637361
527,grass valley,39.2191,-121.0611,24.89,52,2,0.45,US,1691637550
528,caleta de carquin,-11.0925,-77.6267,18.96,84,20,4.88,PE,1691637317
529,kem',64.9555,34.5793,14.79,86,0,3.28,RU,1691637551
530,taitung city,22.7583,121.1444,32.15,79,40,1.54,TW,1691637551
531,kousa,25.9141,32.7636,29.44,26,0,2.96,EG,1691637128
532,ardakan,32.31,54.0175,28.06,23,0,3.73,IR,1691637551
533,padang,-0.9492,100.3543,29.03,81,62,2.13,ID,1691637407
534,souillac,-20.5167,57.5167,21.21,78,20,2.57,MU,1691637374
535,ambovombe,-25.1667,46.0833,18.77,87,13,4.46,MG,1691637429
536,kijang,35.2442,129.2139,24.85,91,100,12.5,KR,1691637134
537,pusad,19.9,77.5833,26.43,75,39,4.99,IN,1691637551
538,tralee,52.2704,-9.7026,15.23,91,18,3.9,IE,1691637287
539,belyy yar,53.6039,91.3903,21.94,56,0,2.0,RU,1691637551
540,popondetta,-8.7537,148.2534,30.69,42,40,3.55,PG,1691637552
541,hanjiashu,39.1875,117.0731,29.98,65,100,1.73,CN,1691637552
542,okondja,-0.6549,13.6753,22.36,86,94,0.98,GA,1691637442
543,doda,33.1333,75.5667,26.75,82,81,0.95,IN,1691637552
544,jianguang,28.1938,115.7836,31.36,63,5,3.07,CN,1691637552
545,miquelon,47.0975,-56.3814,15.0,93,100,16.77,PM,1691637110
546,vangaindrano,-23.35,47.6,18.36,93,38,1.14,MG,1691637552
547,tra vinh,9.9347,106.3453,32.08,59,43,4.91,VN,1691637552
548,borogontsy,62.6683,131.1683,23.53,32,74,3.91,RU,1691637552
549,muli,2.9167,73.5667,27.08,77,100,4.77,MV,1691637552
550,milford haven,51.7128,-5.0341,16.81,96,24,4.55,GB,1691637553
551,barra de santo antonio,-9.4047,-35.5072,22.6,80,5,4.47,BR,1691637254
552,the pas,53.8251,-101.2541,13.01,76,0,1.03,CA,1691637553
553,pajapan,18.25,-94.7,27.09,85,54,0.9,MX,1691637553
554,san luis de la loma,17.2706,-100.8939,27.94,82,100,0.9,MX,1691637404
555,krasnoarmeysk,51.0239,45.6969,20.93,54,37,2.2,RU,1691637553
556,altagracia de orituco,9.8601,-66.3814,22.77,93,88,0.86,VE,1691637554
557,myitkyina,25.3833,97.4,24.9,98,100,0.39,MM,1691637554
558,minot air force base,48.4209,-101.3391,14.1,92,100,2.06,US,1691637554
559,weno,7.4515,151.8468,28.43,73,92,3.3,FM,1691637188
560,suarez,2.954,-76.6964,20.05,91,77,1.17,CO,1691637555
561,zharkent,44.1628,80.0,29.54,25,0,4.26,KZ,1691637555
562,la'ie,21.6477,-157.9253,28.98,66,6,8.56,US,1691636952
563,maues,-3.3836,-57.7186,26.16,66,32,1.25,BR,1691637555
564,robore,-18.3333,-59.75,24.59,51,0,0.83,BO,1691637386
565,verkhov'ye,52.8119,37.2425,13.93,74,30,2.71,RU,1691637555
566,archangelos,36.2149,28.1149,24.99,82,0,3.28,GR,1691637555
567,kampene,-3.6,26.6667,22.18,50,40,0.62,CD,1691637555
568,greer,34.9387,-82.2271,24.13,89,20,2.57,US,1691637285
569,timbuktu,16.7735,-3.0074,32.04,46,95,6.15,ML,1691637178
570,clarion,41.2148,-79.3853,20.54,78,100,0.49,US,1691637556
571,alice springs,-23.7,133.8833,24.75,19,1,6.17,AU,1691637182
572,zakynthos,37.7914,20.8953,22.58,88,0,0.0,GR,1691637556
573,siwa oasis,29.2041,25.5195,27.24,49,0,3.52,EG,1691637430
574,fisterra,42.9049,-9.2629,20.97,91,74,6.82,ES,1691637454
575,rampur,28.8167,79.0333,26.28,77,99,0.41,IN,1691637556
576,yeonggwang,35.275,126.5094,25.81,91,100,11.25,KR,1691637457
577,qianjiang,30.4151,112.8859,30.59,69,7,3.93,CN,1691637556
578,changyon,38.2508,125.0961,25.43,75,100,6.04,KP,1691637557
579,tripoli,32.8752,13.1875,23.71,74,0,2.32,LY,1691637557
580,ji'an,27.1172,114.9793,31.83,66,40,2.09,CN,1691637557
581,sesheke,-17.4759,24.2968,13.48,45,4,4.15,ZM,1691637557
582,ceres,37.5949,-120.9577,28.97,50,0,6.17,US,1691637557
583,arar,30.9753,41.0381,28.01,11,0,3.6,SA,1691637557
584,pacific grove,36.6177,-121.9166,16.8,88,100,3.09,US,1691637557
585,gebeit,21.0667,36.3167,28.76,21,1,0.18,SD,1691637105
586,pandan,14.0453,124.1694,31.36,62,79,2.72,PH,1691637557
587,okakarara,-20.5833,17.4333,12.7,32,55,3.67,NA,1691637558
588,ust'-kulom,61.6864,53.6902,17.11,62,4,1.66,RU,1691637558
589,valdovino,43.6094,-8.1115,20.52,81,48,5.09,ES,1691637558
590,jacmel,18.2342,-72.5347,29.91,87,77,0.38,HT,1691637558
591,cajuru,-21.2753,-47.3042,19.31,56,0,3.2,BR,1691637558
592,koryazhma,61.3143,47.1691,18.63,82,6,1.25,RU,1691637558
593,village of oak creek (big park),34.7809,-111.7623,25.42,69,100,8.75,US,1691637558
